file                Rg           Dmax
OUT24_1_57500 23.2916 67.5792
OUT26_1_56500 24.4916 74.7501
OUT23_1_58500 22.0552 64.0578
OUT22_1_59500 22.1614 63.5921
OUT24_1_58000 23.2838 67.8301
OUT23_1_59000 22.1545 64.2872
OUT26_1_57000 24.587 74.9784
OUT22_1_60000 22.2643 63.8197
OUT24_1_58500 23.3337 68.2313
OUT23_1_59500 22.2819 64.6019
OUT26_1_57500 24.7826 75.5448
OUT22_1_60500 22.3355 64.0339
OUT24_1_59000 23.3715 68.6686
OUT23_1_60000 22.3986 64.9478
OUT22_1_61000 22.3382 64.1581
OUT26_1_58000 24.9426 76.0314
OUT24_1_59500 23.4365 69.1761
OUT23_1_60500 22.4888 65.3404
OUT22_1_61500 22.2956 64.2038
OUT26_1_58500 25.1042 76.4416
OUT20_1_15500 20.8522 62.0109
OUT21_1_15500 20.8698 62.0586
OUT25_1_15500 20.9413 62.2516
OUT24_1_60000 23.5433 69.8021
OUT23_1_61000 22.5807 65.7667
OUT22_1_62000 22.2432 64.2173
OUT26_1_59000 25.281 76.8062
OUT20_1_16000 20.829 61.9964
OUT21_1_16000 20.8551 62.0933
OUT25_1_16000 21.0533 62.6909
OUT24_1_60500 23.6604 70.4604
OUT23_1_61500 22.6693 66.1693
OUT22_1_62500 22.2113 64.224
OUT20_1_16500 20.979 62.3313
OUT21_1_16500 21.0145 62.5127
OUT26_1_59500 25.3383 76.9023
OUT25_1_16500 21.3296 63.5642
OUT23_1_62000 22.7868 66.5722
OUT24_1_61000 23.7733 71.0875
OUT22_1_63000 22.191 64.1788
OUT20_1_17000 21.0864 62.6032
OUT21_1_17000 21.1799 62.9633
OUT25_1_17000 21.7312 64.6844
OUT26_1_60000 25.3124 76.8574
OUT23_1_62500 22.8969 66.8949
OUT22_1_63500 22.1111 64.0327
OUT24_1_61500 23.8563 71.6234
OUT20_1_17500 21.1106 62.8026
OUT21_1_17500 21.3093 63.4351
OUT25_1_17500 22.1673 65.9211
OUT26_1_60500 25.2188 76.9027
OUT23_1_63000 23.01 67.1248
OUT22_1_64000 22.0233 63.8568
OUT24_1_62000 23.9131 72.0811
OUT20_1_18000 21.0947 62.8408
OUT21_1_18000 21.4238 63.8749
OUT25_1_18000 22.6307 67.3807
OUT22_1_64500 21.9169 63.677
OUT23_1_63500 23.0852 67.2501
OUT26_1_61000 25.1537 76.9553
OUT24_1_62500 23.9267 72.4034
OUT20_1_18500 21.0636 62.7402
OUT21_1_18500 21.5133 64.1191
OUT25_1_18500 23.0398 68.7899
OUT22_1_65000 21.8481 63.5321
OUT23_1_64000 23.089 67.2305
OUT26_1_61500 25.1567 77.1055
OUT24_1_63000 23.9366 72.6635
OUT20_1_19000 21.051 62.5472
OUT21_1_19000 21.618 64.1707
OUT25_1_19000 23.4528 70.1438
OUT22_1_65500 21.832 63.482
OUT23_1_64500 23.0197 67.1574
OUT20_1_19500 21.0058 62.3058
OUT24_1_63500 23.9547 72.9224
OUT21_1_19500 21.6213 64.179
OUT26_1_62000 25.2113 77.3637
OUT25_1_19500 23.822 71.2981
OUT22_1_66000 21.8746 63.5643
OUT23_1_65000 22.9118 67.0383
OUT20_1_20000 20.9369 62.1098
OUT21_1_20000 21.5057 64.0438
OUT24_1_64000 24.0342 73.2749
OUT26_1_62500 25.2983 77.6457
OUT25_1_20000 24.1246 72.0944
OUT22_1_66500 21.9205 63.7325
OUT23_1_65500 22.8368 66.9169
OUT20_1_20500 20.9591 62.1195
OUT21_1_20500 21.3859 63.81
OUT24_1_64500 24.1686 73.7209
OUT26_1_63000 25.3874 77.9337
OUT25_1_20500 24.1222 72.2123
OUT22_1_67000 21.9434 63.9311
OUT23_1_66000 22.8328 66.8293
OUT20_1_21000 20.994 62.2221
